bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price(k),sqft_lot(k),sqft_living(k)
4,2.25,2.0,0,0,3,7,1500,0,1999,0,98001,47.3378,-122.263,210.0,5.4,1.5
4,1.75,1.0,0,0,3,7,1700,0,1967,0,98034,47.7308,-122.18,423.0,9.0,1.7
4,1.5,1.0,0,0,4,7,1170,950,1977,0,98002,47.2933,-122.195,249.5,8.6,2.1
4,2.5,2.0,0,0,4,8,2240,0,2002,0,98042,47.3922,-122.165,325.0,5.1,2.2
3,1.75,1.0,0,0,4,7,1070,470,1987,0,98042,47.3666,-122.089,257.0,8.2,1.5
3,1.75,1.0,0,3,3,8,1890,0,1978,0,98053,47.6454,-121.978,550.0,100.6,1.9
3,1.0,2.0,0,0,4,7,1260,0,1920,0,98033,47.6773,-122.178,490.0,9.6,1.3
2,1.5,2.0,0,0,3,7,1160,0,1983,0,98034,47.7255,-122.164,299.0,3.8,1.2
2,1.0,1.0,0,0,4,6,1300,0,1960,0,98070,47.466,-122.452,295.0,39.6,1.3
4,2.5,2.0,0,0,3,8,3220,0,1978,0,98074,47.6261,-122.047,630.0,14.5,3.2
4,1.5,1.0,0,0,5,7,1010,1010,1962,0,98058,47.4579,-122.17,320.0,8.5,2.0
4,2.5,1.0,0,0,5,8,2100,890,1959,0,98005,47.5932,-122.172,1110.0,8.6,3.0
4,1.0,1.0,0,0,4,7,1420,0,1953,0,98117,47.6988,-122.358,398.0,6.5,1.4
3,1.0,1.0,0,0,3,7,1020,0,1956,0,98106,47.5175,-122.346,218.0,7.9,1.0
4,2.75,2.0,0,0,3,8,2400,0,1988,0,98027,47.4686,-121.989,590.0,104.1,2.4
5,3.0,2.0,0,3,3,10,2540,1100,1982,0,98008,47.5842,-122.111,1595.0,8.2,3.6
2,2.25,2.0,0,0,3,8,1550,0,2007,0,98106,47.5396,-122.368,348.5,1.8,1.6
2,2.0,1.0,0,0,3,8,1870,0,2006,0,98053,47.7082,-122.015,592.5,4.8,1.9
3,2.5,2.0,0,0,3,8,2340,0,1995,0,98028,47.7347,-122.236,505.0,6.0,2.3
5,4.25,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1430.0,3.6,3.4
3,1.0,1.0,0,0,5,7,1140,570,1921,0,98116,47.5719,-122.385,502.0,5.0,1.7
2,2.0,1.0,0,0,3,7,1180,0,1940,0,98125,47.7252,-122.297,257.5,9.3,1.2
3,1.5,1.0,0,0,3,7,1600,0,1966,0,98034,47.721,-122.182,405.0,7.5,1.6
3,1.75,1.0,0,0,4,7,1300,0,1959,0,98115,47.7005,-122.314,427.0,5.1,1.3
3,1.5,1.0,0,0,4,7,1040,0,1955,0,98155,47.7583,-122.302,290.0,10.0,1.0
3,1.0,1.0,0,0,3,7,1220,0,1954,0,98106,47.5191,-122.339,222.0,7.7,1.2
3,2.5,2.0,0,0,3,8,2240,0,2002,0,98038,47.3503,-122.042,315.0,6.1,2.2
3,1.5,1.0,0,0,3,7,1420,0,1959,0,98103,47.694,-122.332,371.0,4.5,1.4
3,1.75,1.0,0,0,3,7,1580,0,1988,0,98003,47.2798,-122.303,279.9,6.6,1.6
3,1.5,1.0,0,0,2,7,1890,500,1938,1968,98059,47.4754,-122.09,250.0,23.5,2.4
4,2.25,2.0,0,0,4,8,1400,860,1977,0,98006,47.5689,-122.126,599.0,29.9,2.3
3,1.75,1.0,0,0,4,7,1890,0,1964,0,98092,47.2568,-122.07,267.3,93.2,1.9
2,1.75,1.0,0,2,4,7,1070,760,1949,0,98118,47.5592,-122.273,585.0,7.2,1.8
3,1.75,1.0,0,0,3,6,1000,0,1969,0,98072,47.7417,-122.172,350.0,8.3,1.0
3,1.75,1.0,0,0,3,8,1480,700,1961,0,98177,47.7594,-122.361,506.0,7.7,2.2
6,2.0,2.0,0,0,4,8,2320,0,1962,0,98058,47.398,-122.081,400.0,210.8,2.3
3,1.0,1.0,0,0,3,6,840,0,1921,0,98146,47.496,-122.349,151.1,4.5,0.8
3,1.0,1.0,0,0,3,6,840,0,1921,0,98146,47.496,-122.349,251.0,4.5,0.8
4,2.25,1.0,0,0,4,8,1430,920,1977,0,98006,47.5579,-122.129,555.0,8.1,2.4
3,1.75,1.0,0,0,3,7,2040,0,1997,0,98070,47.4361,-122.469,467.5,273.6,2.0
4,2.5,2.0,0,0,3,8,2370,0,1996,0,98042,47.3389,-122.066,479.0,30.4,2.4
5,2.0,1.0,0,0,5,7,1060,530,1962,0,98001,47.3398,-122.286,247.0,9.4,1.6
3,1.0,1.0,0,0,3,7,1380,0,1977,0,98045,47.4653,-121.745,299.5,10.9,1.4
4,1.5,1.5,0,0,3,7,1270,670,1980,0,98125,47.7297,-122.326,306.9,9.0,1.9
4,2.5,2.0,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,675.0,244.8,3.3
2,1.0,1.5,0,0,4,7,1090,0,1947,0,98105,47.6638,-122.292,577.0,5.3,1.1
3,1.5,1.0,0,0,3,7,1090,560,1967,0,98003,47.3285,-122.328,220.0,9.9,1.6
3,1.5,1.0,0,0,3,6,1110,0,1940,1997,98033,47.6717,-122.184,375.0,5.5,1.1
4,2.5,1.0,0,0,5,7,1530,580,1942,0,98115,47.6882,-122.306,650.0,6.8,2.1
3,3.0,1.5,0,0,2,6,1850,0,1900,0,98107,47.6711,-122.386,975.0,5.0,1.8
1,1.0,1.0,0,0,3,6,600,0,1920,0,98106,47.5558,-122.363,229.0,3.7,0.6
5,2.5,1.5,0,0,3,8,1730,1030,1926,2014,98122,47.6074,-122.299,575.0,4.0,2.8
4,1.75,1.0,0,4,5,9,1560,1410,1962,0,98075,47.5907,-122.086,815.0,14.9,3.0
3,1.75,1.0,0,0,4,7,1350,950,1979,0,98077,47.7716,-122.101,525.0,43.6,2.3
3,2.5,2.0,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.047,471.0,2.8,2.0
4,1.75,1.0,0,0,4,8,1260,900,1942,0,98117,47.6893,-122.388,450.0,4.3,2.2
3,2.0,2.0,0,0,4,7,1650,0,1926,1993,98116,47.5713,-122.394,590.0,6.2,1.6
4,2.5,2.0,0,0,3,8,2200,940,2004,0,98006,47.5664,-122.124,744.0,7.3,3.1
4,2.25,2.0,0,0,4,9,2690,0,1986,0,98092,47.3106,-122.116,460.0,36.1,2.7
5,2.5,1.0,0,0,4,7,1290,650,1960,0,98155,47.7438,-122.328,299.0,9.4,1.9
4,1.0,1.5,0,0,5,6,1220,0,1940,0,98022,47.205,-121.996,231.0,5.1,1.2
3,1.0,1.0,0,0,4,6,1300,0,1975,0,98092,47.3037,-122.107,195.0,9.6,1.3
3,1.75,1.0,0,0,3,7,1130,530,1979,0,98045,47.4473,-121.774,305.0,11.5,1.7
4,1.5,2.0,0,0,4,8,2530,860,1916,0,98144,47.58,-122.29,895.0,6.2,3.4
4,1.5,1.0,0,0,3,7,1890,420,1950,0,98004,47.6232,-122.21,1110.0,13.3,2.3
2,1.0,1.0,0,0,4,7,950,0,1941,0,98108,47.557,-122.306,339.0,8.0,1.0
4,3.75,1.0,0,0,3,7,1370,1030,1924,2005,98109,47.6295,-122.346,885.0,3.5,2.4
3,1.0,1.5,0,0,5,6,1050,730,1944,0,98146,47.5119,-122.386,375.0,5.2,1.8
4,1.5,1.0,0,0,3,7,1280,0,1958,0,98008,47.6023,-122.123,367.4,7.4,1.3
4,2.0,1.0,0,0,3,7,1430,500,1953,0,98119,47.646,-122.363,700.0,5.4,1.9
5,2.25,1.0,0,0,4,8,1870,690,1966,0,98008,47.5819,-122.126,667.0,10.4,2.6
2,1.0,1.0,0,0,4,6,920,0,1906,0,98118,47.5177,-122.266,200.0,5.2,0.9
3,2.5,2.0,0,0,3,8,1900,0,1971,2007,98074,47.6326,-122.015,552.8,18.4,1.9
3,2.0,1.0,0,0,4,6,1270,1000,1900,1980,98056,47.5092,-122.195,452.0,149.0,2.3
3,2.5,1.0,0,0,5,8,1360,720,1978,0,98059,47.4694,-122.069,418.0,16.0,2.1
3,1.75,1.0,0,0,3,8,1460,0,1968,2000,98033,47.6709,-122.167,601.5,10.1,1.5
3,1.75,1.0,0,0,4,8,1670,0,1976,1992,98075,47.5929,-121.989,600.0,39.6,1.7
4,2.5,2.0,0,0,3,9,2810,0,1998,0,98092,47.333,-122.172,340.0,6.5,2.8
3,2.5,2.0,0,0,3,8,2370,0,1994,0,98003,47.2703,-122.312,310.0,6.8,2.4
2,1.75,1.0,0,0,3,8,1700,0,1972,0,98056,47.5066,-122.194,290.0,18.0,1.7
2,1.0,1.0,0,0,3,7,1630,0,1941,0,98133,47.7222,-122.332,438.0,9.3,1.6
4,2.75,1.0,0,0,5,8,1660,1270,1939,0,98144,47.5841,-122.295,718.0,4.4,2.9
2,1.0,1.0,0,0,5,6,860,0,1949,0,98168,47.4878,-122.324,200.0,6.6,0.9
3,2.0,1.0,0,0,3,9,1980,0,1994,0,98042,47.3657,-122.152,479.9,12.2,2.0
3,2.5,2.0,0,0,3,9,2080,0,1987,0,98058,47.4395,-122.151,400.0,7.9,2.1
3,1.0,1.0,0,0,4,7,1060,0,1957,0,98188,47.4434,-122.283,220.0,10.0,1.1
3,2.5,2.0,0,0,3,7,1590,0,2000,0,98019,47.7344,-121.986,300.0,3.4,1.6
3,2.25,1.0,0,0,3,7,1290,690,1959,0,98177,47.7753,-122.359,437.0,8.8,2.0
4,2.0,1.0,0,0,3,7,860,860,1971,0,98034,47.7307,-122.239,350.0,7.2,1.7
4,1.75,1.0,0,0,4,7,1350,0,1954,0,98004,47.6335,-122.196,626.0,9.3,1.4
3,2.5,2.0,0,0,3,8,2080,0,1978,0,98077,47.7455,-122.073,490.0,12.0,2.1
3,2.5,2.0,0,0,3,8,2090,0,2002,0,98042,47.3724,-122.104,289.0,4.7,2.1
3,2.5,2.0,0,0,3,7,2030,0,2008,0,98199,47.6594,-122.397,595.0,5.1,2.0
3,2.25,1.0,0,0,3,9,2680,0,1989,0,98045,47.4828,-121.73,676.0,41.8,2.7
3,1.75,1.0,0,0,3,7,1220,600,1980,0,98133,47.7466,-122.355,389.0,8.0,1.8
3,2.0,1.0,0,0,4,7,1300,0,1983,0,98198,47.3837,-122.304,240.0,5.0,1.3
4,2.5,2.0,0,0,3,8,2210,0,1993,0,98031,47.4206,-122.183,382.5,7.1,2.2
3,2.0,1.0,0,0,4,7,1400,0,1963,0,98008,47.586,-122.12,511.6,7.3,1.4
3,1.75,1.5,0,0,4,8,1540,500,1917,0,98107,47.6608,-122.359,710.5,4.1,2.0
3,2.5,2.0,0,0,3,8,1860,560,1985,0,98027,47.463,-122.008,429.0,49.9,2.4
4,1.75,1.0,0,0,4,7,1920,0,1962,0,98198,47.4222,-122.318,170.0,7.5,1.9
4,3.25,1.0,0,4,4,10,2630,1230,1975,0,98004,47.6224,-122.215,2135.0,17.8,3.9
5,2.75,1.0,0,0,3,7,1430,1330,1979,0,98072,47.7563,-122.147,480.0,7.2,2.8
4,3.75,2.0,0,4,4,10,2640,810,1993,0,98122,47.6134,-122.282,1665.0,8.4,3.4
3,1.0,1.0,0,0,3,6,1040,0,1947,0,98168,47.4906,-122.306,225.0,6.5,1.0
3,1.75,1.0,0,2,3,8,2040,180,1975,0,98177,47.774,-122.384,615.0,7.2,2.2
4,2.5,2.0,0,3,3,7,2470,0,1991,0,98022,47.2396,-121.993,439.0,385.5,2.5
3,1.75,1.0,0,0,4,7,1300,0,1962,0,98003,47.3448,-122.298,242.0,9.9,1.3
3,2.5,1.0,0,0,3,8,1460,500,1989,0,98074,47.6339,-122.026,560.0,9.7,2.0
3,1.5,2.0,0,2,5,8,2040,0,1928,0,98103,47.6658,-122.355,857.5,4.0,2.0
4,2.5,2.0,0,0,3,9,3030,0,1999,0,98074,47.6075,-122.017,685.0,7.9,3.0
4,3.0,2.0,0,0,4,7,2260,0,1977,0,98034,47.7297,-122.219,486.0,7.3,2.3
3,2.5,2.0,0,0,3,9,2670,0,1987,0,98007,47.6599,-122.146,749.0,10.3,2.7
3,2.5,2.0,0,0,3,7,1520,0,1986,0,98030,47.3687,-122.182,260.0,6.3,1.5
3,1.75,1.5,0,2,3,10,2610,1000,1930,0,98126,47.583,-122.379,1015.0,8.5,3.6
3,1.75,1.0,0,0,4,7,930,200,1942,0,98199,47.6379,-122.4,565.0,5.1,1.1
3,2.0,2.0,0,0,3,7,1480,0,1991,0,98103,47.6969,-122.338,355.0,2.5,1.5
5,2.0,2.0,0,3,3,9,3540,0,1970,0,98125,47.7108,-122.277,775.0,10.0,3.5
4,2.25,1.0,0,0,4,7,1050,1050,1963,0,98188,47.4676,-122.296,335.0,7.3,2.1
5,4.0,2.5,0,2,3,8,2966,400,1937,0,98199,47.6466,-122.391,1300.0,7.8,3.4
3,1.75,1.5,0,0,4,7,1810,0,1903,0,98107,47.6599,-122.363,545.0,3.0,1.8
3,1.75,1.5,0,0,4,7,1680,0,1926,0,98144,47.5745,-122.311,540.0,4.2,1.7
3,1.75,1.0,0,2,4,8,1540,910,1962,0,98125,47.7296,-122.284,687.5,9.4,2.4
1,2.0,1.0,0,0,4,7,1150,0,1962,0,98001,47.2951,-122.284,115.0,9.8,1.2
1,2.0,1.0,0,0,4,7,1150,0,1962,0,98001,47.2951,-122.284,227.0,9.8,1.2
4,2.5,2.0,0,2,3,9,3240,0,2003,0,98075,47.5641,-122.032,870.0,7.6,3.2
4,2.5,1.5,0,0,4,11,3480,0,1984,0,98005,47.6404,-122.171,1190.0,12.2,3.5
4,2.5,2.0,0,0,3,9,2800,0,2006,0,98038,47.3596,-122.036,375.0,5.0,2.8
3,2.75,1.0,0,2,3,8,1620,1620,1960,0,98118,47.567,-122.273,902.0,7.2,3.2
2,1.5,1.0,0,0,4,6,940,540,1978,0,98056,47.4942,-122.166,269.5,7.3,1.5
3,1.0,1.5,0,0,4,6,1200,500,1909,0,98117,47.6819,-122.389,570.0,4.8,1.7
2,1.0,1.0,0,0,4,7,1040,200,1939,0,98133,47.7061,-122.34,360.0,7.6,1.2
4,3.5,2.0,0,0,3,10,2880,840,2008,0,98004,47.5885,-122.199,1450.0,8.3,3.7
3,2.5,2.0,0,0,3,8,1910,0,2001,0,98052,47.6324,-122.11,615.0,3.4,1.9
4,2.0,1.5,0,0,4,7,2120,0,1960,0,98198,47.3722,-122.308,250.0,8.7,2.1
4,2.5,2.0,0,0,3,7,3020,0,2002,0,98065,47.5346,-121.881,530.0,6.8,3.0
3,2.0,1.0,0,0,3,7,2250,0,1987,0,98065,47.542,-121.792,475.0,222.2,2.2
4,2.0,2.0,0,0,5,7,1650,0,1947,0,98125,47.7117,-122.286,490.0,6.5,1.6
2,1.5,2.0,0,0,3,7,880,0,2007,0,98126,47.5188,-122.376,210.0,1.2,0.9
3,1.0,1.0,0,0,3,7,1860,0,1957,0,98198,47.3904,-122.3,265.5,9.2,1.9
5,3.25,3.0,0,3,3,10,2750,1090,2008,0,98144,47.5929,-122.29,1462.5,4.8,3.8
4,2.25,2.0,0,0,3,8,2192,0,2006,0,98030,47.3644,-122.2,310.0,12.1,2.2
3,2.5,2.0,0,0,3,7,1590,0,2003,0,98056,47.4832,-122.181,324.5,4.1,1.6
4,4.75,1.0,0,0,4,7,1840,1860,1962,0,98028,47.768,-122.251,599.0,11.0,3.7
4,2.5,2.0,0,0,3,10,3670,0,2005,0,98058,47.4617,-122.159,525.0,10.0,3.7
3,1.0,1.0,0,0,5,7,1630,0,1953,0,98155,47.7548,-122.317,400.0,10.3,1.6
3,3.0,2.0,0,3,3,9,3780,450,1951,2000,98166,47.4176,-122.343,887.5,55.0,4.2
2,1.0,1.5,0,0,4,6,770,290,1932,0,98115,47.6896,-122.307,344.0,3.3,1.1
3,2.5,2.0,0,0,3,9,2700,0,1991,0,98072,47.7434,-122.174,525.0,7.4,2.7
3,2.25,2.0,0,0,3,8,2110,0,1975,0,98034,47.7311,-122.204,385.0,8.0,2.1
4,2.5,2.0,0,0,3,10,3720,0,1999,0,98074,47.6085,-122.013,820.0,8.6,3.7
4,3.5,2.0,0,0,3,11,2560,880,2006,0,98199,47.6672,-122.409,1305.0,5.0,3.4
4,2.25,1.0,0,0,4,8,1350,1070,1985,0,98074,47.6206,-122.056,549.0,59.8,2.4
3,1.0,1.5,0,0,3,7,1090,0,1929,0,98106,47.5177,-122.353,180.0,6.8,1.1
4,2.5,2.0,0,2,3,8,2910,0,1998,0,98065,47.5388,-121.87,589.0,5.8,2.9
3,1.0,1.0,0,0,3,7,1050,0,1948,0,98118,47.5564,-122.278,350.0,5.5,1.0
3,2.0,1.0,0,0,4,7,1110,500,1965,0,98003,47.334,-122.3,197.4,7.6,1.6
3,2.5,2.0,0,0,4,8,1760,0,1986,0,98030,47.3731,-122.172,267.0,6.5,1.8
3,1.5,1.0,0,0,3,7,1540,0,1977,0,98075,47.5817,-122.007,480.0,20.3,1.5
4,2.5,1.0,0,0,4,8,1660,920,1959,0,98125,47.703,-122.28,650.0,9.4,2.6
2,1.0,1.5,0,0,3,7,1370,0,1905,0,98107,47.6744,-122.383,600.0,5.0,1.4
2,1.75,1.0,0,0,3,8,1440,0,2005,0,98053,47.7028,-122.013,490.0,6.3,1.4
3,1.0,1.0,0,0,3,7,980,430,1962,0,98058,47.4577,-122.171,225.0,7.7,1.4
3,2.25,1.0,0,0,3,8,1980,0,1959,0,98005,47.6384,-122.174,640.0,10.1,2.0
3,3.5,2.0,0,0,3,7,1990,450,2000,0,98005,47.589,-122.165,710.0,3.4,2.4
3,2.0,1.0,0,0,3,7,1350,0,1986,0,98019,47.7313,-121.971,325.0,11.8,1.4
3,3.25,1.0,0,0,3,9,2210,920,1985,0,98072,47.7741,-122.122,595.0,28.0,3.1
3,1.0,1.0,0,0,3,5,880,0,1950,0,98002,47.3019,-122.216,128.8,7.0,0.9
3,2.25,1.0,0,0,3,7,1240,680,1961,0,98008,47.6078,-122.128,465.0,7.3,1.9
4,1.75,1.0,0,0,4,8,1450,1250,1937,0,98115,47.6838,-122.323,710.0,7.6,2.7
4,2.75,1.0,0,0,5,7,840,830,1917,0,98136,47.5496,-122.385,605.0,6.0,1.7
4,2.5,2.0,0,0,4,10,3470,0,1963,0,98040,47.547,-122.219,994.0,20.4,3.5
3,2.25,2.0,0,0,3,8,1820,0,1983,0,98034,47.7133,-122.217,490.0,7.3,1.8
3,1.5,1.0,0,0,3,7,1310,0,1950,0,98133,47.7291,-122.339,365.0,8.2,1.3
3,2.0,1.0,0,0,4,8,1790,0,1998,0,98042,47.3898,-122.154,360.0,7.2,1.8
4,2.5,2.0,0,0,3,8,2460,0,2006,0,98059,47.4912,-122.145,495.0,4.8,2.5
3,1.5,1.0,0,0,3,7,1060,0,1973,2013,98058,47.4293,-122.151,255.0,9.0,1.1
3,1.75,1.0,0,0,4,7,1340,0,1961,0,98034,47.7207,-122.222,330.0,10.3,1.3
3,1.75,1.0,0,0,4,8,1480,0,1971,0,98052,47.6634,-122.144,450.0,8.4,1.5
4,2.5,2.0,0,2,3,9,3500,0,2005,0,98065,47.5428,-121.861,655.0,11.3,3.5
4,2.75,1.0,0,2,4,9,2120,790,1969,0,98003,47.3397,-122.322,485.0,16.4,2.9
4,1.75,1.0,0,0,3,8,970,970,1974,0,98072,47.7578,-122.094,375.0,15.9,1.9
4,2.5,2.0,0,0,3,8,2280,0,2003,0,98075,47.5902,-122.018,570.0,4.5,2.3
3,2.25,3.0,0,0,3,8,1190,0,1998,0,98103,47.6972,-122.349,350.0,1.0,1.2
3,1.0,1.0,0,3,3,7,1260,0,1951,0,98146,47.5058,-122.384,550.0,6.0,1.3
5,2.0,1.0,0,0,3,7,1150,1120,1965,0,98052,47.6692,-122.151,513.0,8.7,2.3
4,2.25,1.0,0,0,4,7,1030,960,1965,0,98126,47.5237,-122.376,450.0,7.3,2.0
4,1.75,1.0,0,0,5,7,750,750,1901,0,98144,47.5917,-122.296,432.5,1.9,1.5
5,2.75,1.5,0,3,5,7,2060,0,1989,0,98022,47.1776,-121.944,432.0,329.9,2.1
3,2.25,2.0,0,0,3,8,1950,0,1983,0,98052,47.7213,-122.11,480.0,8.9,2.0
3,1.75,1.0,0,0,3,7,1330,460,1980,0,98034,47.7311,-122.226,402.2,7.0,1.8
3,1.0,1.0,0,0,4,6,1520,0,1951,0,98004,47.5872,-122.196,650.0,10.2,1.5
4,2.5,2.0,0,0,4,9,3240,0,1984,0,98040,47.5825,-122.242,1199.5,13.0,3.2
3,2.0,1.0,0,0,4,8,1440,1000,1977,0,98030,47.375,-122.227,312.0,13.2,2.4
4,2.0,1.5,0,0,4,7,1380,840,1916,0,98116,47.5723,-122.382,610.0,5.8,2.2
5,1.75,1.5,0,0,4,7,1650,990,1915,0,98117,47.6802,-122.361,823.0,7.7,2.6
4,1.75,1.0,0,0,4,7,950,500,1925,0,98105,47.6706,-122.3,471.0,3.8,1.4
3,2.25,2.0,0,0,3,8,1550,0,1987,0,98033,47.6946,-122.185,481.0,5.5,1.6
5,4.5,3.0,0,1,4,11,5050,1150,1988,0,98040,47.5632,-122.215,1959.0,23.4,6.2
4,3.25,1.0,0,0,3,8,1680,1130,1980,0,98052,47.692,-122.099,624.0,11.2,2.8
4,2.5,1.0,0,0,3,7,1200,880,1970,0,98011,47.7393,-122.181,480.0,8.0,2.1
3,1.5,1.0,0,0,3,7,1370,0,1955,0,98004,47.6217,-122.198,815.0,8.7,1.4
4,2.25,1.0,0,0,4,11,2920,0,1966,0,98004,47.6237,-122.228,1650.0,20.4,2.9
3,1.0,1.0,0,0,3,6,1000,0,1940,0,98146,47.5118,-122.348,180.0,18.5,1.0
2,1.75,1.0,0,0,3,7,1210,0,1984,0,98038,47.3438,-122.037,156.6,9.8,1.2
4,2.5,2.0,0,0,3,8,2790,0,2004,0,98038,47.3557,-122.026,375.0,4.6,2.8
2,1.5,1.0,0,0,5,6,830,830,1908,0,98146,47.5134,-122.388,368.0,4.7,1.7
3,2.0,2.0,0,0,3,7,1650,0,1950,0,98103,47.6727,-122.33,550.0,4.0,1.6
3,1.75,1.0,0,0,3,7,1300,0,1980,0,98001,47.2752,-122.251,198.0,6.3,1.3
3,1.75,1.0,0,0,3,7,1090,0,1968,0,98034,47.7227,-122.179,345.0,7.2,1.1
5,2.5,1.0,0,0,5,9,1960,700,1959,0,98039,47.6176,-122.223,1712.8,6.6,2.7
3,1.0,1.0,0,0,4,5,940,0,1909,0,98001,47.2763,-122.257,185.9,10.9,0.9
3,2.75,1.0,0,2,5,9,1810,940,1978,0,98006,47.5617,-122.134,950.0,18.0,2.8
4,4.5,2.0,0,2,3,10,3000,850,1998,0,98006,47.5522,-122.103,995.0,13.6,3.8
2,1.0,1.0,0,0,3,7,860,0,1940,0,98133,47.7132,-122.334,345.0,8.2,0.9
4,2.75,1.0,0,0,3,7,1390,680,1962,0,98040,47.5697,-122.219,741.0,10.1,2.1
2,2.25,1.0,0,0,3,8,2290,0,2007,0,98053,47.7199,-122.025,737.0,9.8,2.3
4,2.5,1.0,0,2,3,8,1590,750,1964,0,98177,47.7728,-122.386,668.8,6.4,2.3
3,1.75,1.0,0,0,5,8,1590,1090,1974,0,98027,47.5316,-122.056,575.0,8.6,2.7
4,2.0,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,280.0,5.4,1.7
3,1.5,1.0,0,0,3,7,1800,0,1955,0,98008,47.6344,-122.126,583.0,10.0,1.8
3,2.25,1.0,0,0,1,7,1090,420,1966,0,98028,47.7758,-122.238,196.0,9.6,1.5
3,2.5,2.0,0,0,3,8,1700,0,1994,0,98055,47.432,-122.189,350.0,7.5,1.7
4,1.0,1.5,0,0,3,7,1350,0,1912,0,98107,47.6727,-122.397,429.0,3.3,1.4
5,2.5,1.0,0,0,4,7,1330,810,1967,0,98031,47.3927,-122.194,270.0,10.3,2.1
6,4.0,1.0,0,0,3,7,1350,1350,1969,0,98108,47.5525,-122.3,385.0,7.4,2.7
1,1.0,1.0,0,3,4,7,920,0,1906,0,98103,47.6748,-122.352,535.0,5.0,0.9
3,1.75,1.0,0,0,3,7,1030,470,1958,0,98133,47.7672,-122.348,352.5,10.3,1.5
3,1.75,1.0,0,0,4,7,860,650,1922,0,98117,47.6864,-122.365,624.0,5.2,1.5
5,1.5,1.5,0,0,3,7,1980,0,1962,0,98058,47.4571,-122.17,215.0,8.0,2.0
4,3.0,2.0,0,2,3,9,3040,1460,1980,0,98040,47.5581,-122.213,870.0,21.8,4.5
4,2.5,2.0,0,0,3,8,2610,610,2006,0,98059,47.495,-122.155,440.0,8.3,3.2
2,1.5,2.0,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,518.0,1.1,1.1
3,2.25,2.0,0,0,3,7,1490,0,1993,0,98038,47.3474,-122.037,259.5,7.6,1.5
4,3.25,1.0,0,0,3,10,3360,1000,1993,0,98053,47.6398,-121.985,795.1,91.2,4.4
3,1.0,1.0,0,0,4,7,960,0,1955,0,98006,47.5765,-122.154,290.0,9.0,1.0
4,3.0,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,385.0,7.7,2.3
2,1.0,1.0,0,0,3,6,770,0,1948,0,98155,47.747,-122.301,260.0,6.5,0.8
2,2.5,2.0,0,0,3,8,1310,0,1999,0,98059,47.4911,-122.154,330.0,2.9,1.3
3,1.0,1.0,0,0,3,6,830,150,1948,0,98106,47.5206,-122.363,280.0,7.5,1.0
4,2.5,2.0,0,0,3,8,1820,0,1987,0,98075,47.5842,-122.045,595.0,20.0,1.8
4,3.75,2.0,0,0,3,10,3980,0,2001,0,98074,47.6303,-122.065,925.9,7.8,4.0
3,2.25,2.0,0,0,3,8,2410,600,1978,0,98028,47.7671,-122.263,499.0,9.6,3.0
4,2.5,2.0,0,0,3,8,1830,0,1993,0,98003,47.267,-122.31,325.0,7.8,1.8
5,2.5,1.0,0,0,4,9,1610,940,1953,0,98004,47.6336,-122.192,895.0,20.9,2.6
2,1.0,1.0,0,0,4,6,800,0,1944,0,98058,47.4756,-122.174,162.2,9.0,0.8
3,2.25,2.0,0,4,3,8,1790,1100,1941,1989,98146,47.5027,-122.381,1072.5,21.5,2.9
3,1.5,1.0,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,430.0,5.1,1.8
3,1.5,1.0,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,615.5,5.1,1.8
3,1.0,1.0,0,0,3,6,940,0,1949,0,98118,47.5551,-122.292,260.0,5.6,0.9
4,2.0,1.0,0,0,4,7,1810,0,1973,0,98024,47.5597,-121.85,295.0,43.0,1.8
3,1.75,2.0,0,0,3,9,1650,900,1951,2004,98122,47.6109,-122.285,1186.0,6.1,2.6
4,2.5,2.0,0,2,3,9,2080,290,2008,0,98034,47.7064,-122.224,750.0,3.0,2.4
6,1.0,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,175.0,5.1,1.4
6,1.0,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,415.0,5.1,1.4
3,1.0,1.0,0,0,4,6,1200,0,1953,0,98002,47.3231,-122.215,190.0,8.3,1.2
3,1.75,1.5,0,0,5,7,1350,750,1912,0,98107,47.6702,-122.364,625.0,3.3,2.1
3,2.25,2.0,0,0,3,7,2020,0,1995,0,98014,47.6988,-121.915,420.0,21.0,2.0
4,1.5,1.0,0,2,3,7,1400,170,1965,0,98030,47.3864,-122.22,339.9,9.2,1.6
2,1.0,1.0,0,0,3,8,1140,0,1980,0,98028,47.7637,-122.266,160.0,23.0,1.1
4,2.5,2.0,0,0,3,7,1830,0,2002,0,98038,47.3557,-122.016,353.0,5.3,1.8
3,2.0,1.0,0,0,3,8,1010,0,1982,0,98074,47.6232,-122.043,390.0,14.2,1.0
